name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Rugged Mountain,canada,scramble,6151,1875,50.0167,-126.683,campbell river or victoria,1959,north america
"Rundle, East End of (EEOR)",canada,scramble,8500,2530,51.0806,-115.422,calgary international,,north america
"Rundle, Mount",canada,scramble,9675,2949,51.147371,-115.494118,calgary,,north america
"Rushmore, Mount",united states,,5275,1608,43.8803,-103.458,rapid city south dakota,,north america
"Russell, Mount",united states,scramble,14086,4293,36.5908,-118.288,los angeles california  reno nevada,1926,north america
Russian Butte,united states,scramble,5123,1561,47.495545,-121.589427,seattle-tacoma,1960,north america
Ruth Mountain,united states,basic snow/ice climb,7115,2166,48.859746,-121.532822,seatac,1916,north america
Sacagewea Peak,united states,walk up,9665,2946,45.896,-110.968,gallatin valley airport,,north america
Sacajawea Peak,united states,scramble,9838,2999,45.245026,-117.292926,boise id,,north america
Sacramento Peak,united states,walk up,9255,2821,32.7833,-105.817,el paso tx.,,north america
Saddle Peak,canada,walk up,7995,2437,51.393958,-116.208057,calgary,,north america
Saddle Peak,united states,walk up,9162,2793,45.793253,-110.936607,bozeman,,north america
Sahale Mountain,united states,basic snow/ice climb,8680,2586,48.491184,-121.038566,seattle-tacoma,1897,north america
"Saint Elias, Mount",united states,major mountain expedition,18008,5489,60.2933,-140.929,anchorage alaska,1897,north america
"Saint Helens, Mount",united states,walk up,8364,2549,46.1978,-122.191,seattle washington or portland oregon,1853,north america
"Saint Nicholas, Mount",united states,technical climb,9376,2858,48.391512,-113.550568,kalispell mt,1926,north america
Samson Peak,canada,scramble,10095,3077,52.680129,-117.510967,calgary or edmonton,1928,north america
"San Antonio, Mount",united states,walk up,10046,3068,34.2889,-117.646,ontario int'l,,north america
San Bernardino East Peak,united states,walk up,10691,3259,34.124666,-116.909766,ontario,,north america
San Bernardino Peak,united states,walk up,10649,3246,34.12225,-116.922512,ontario,,north america
San Gorgonio,united states,walk up,11499,3505,34.1006,-116.828,ontario ca,1872,north america
"San Jacinto Peak, Mount",united states,walk up,10804,3293,33.8144,-116.678,palm springs,,north america
San Luis Peak,united states,walk up,14014,4272,37.9869,-106.931,colorado springs,,north america
San Pedro,guatemala,walk up,9908,3020,,,la aurora guatemala city,,north america
Sand Mountain,united states,walk up,5459,1664,44.384759,-121.928072,portland,,north america
Sandia,united states,walk up,10678,3255,35.235,-106.456,albuquerque international,1800,north america
"Sanford, Mount",united states,major mountain expedition,16237,4949,62.2139,-144.129,anchorage alaska,1938,north america
"Sanitas, Mount",united states,scramble,6863,2092,40.036,-105.306,denver colorado,,north america
Santa Ana Volcano,el salvador,walk up,7812,2381,13.853,-89.63,el salvador international airport,,north america
Santa Clara,guatemala,walk up,7880,2402,14.7167,-91.2833,la aurora guatemala city,,north america
Santa Fe Baldy,united states,walk up,12622,3847,35.8322,-105.758,santa fe,,north america
Santa Maria,guatemala,walk up,12375,3772,,,la aurora guatemala city,,north america
Santa-Clara,united states,scramble,4806,1465,37.256944,-113.625,st. george utah,,north america
Santiago,united states,walk up,5687,1733,33.7103,-117.533,john wayne,,north america
Santiaguito,guatemala,scramble,8202,2500,14.757091,-91.551752,la aurora guatemala city,,north america
Santo Tomas,guatemala,walk up,11499,3505,,,la aurora guatemala city,,north america
"Sarbach, Mount",canada,scramble,10351,3155,51.8917,-116.767,calgary,1897,north america
"Sarrail, Mount",canada,scramble,10411,3173,50.58013,-115.167532,calgary,,north america
"Saskatchewan, Mount",canada,technical climb,10965,3342,52.099256,-117.091556,calgary,1923,north america
Sassafras Mountain,united states,walk up,3226,983,34.5066,-84.3077,atlanta ellijay,,north america
Sassafras Mountain,united states,walk up,3560,1085,35.065146,-82.777349,,,north america
Satulick Mountain,united states,scramble,5577,1700,46.777353,-121.837631,seattle-tacoma,,north america
Sauk Mountain,united states,scramble,5541,1689,48.523057,-121.600842,seattle-tacoma,1895,north america
Sawtooth Mountain,united states,scramble,8886,2708,40.973064,-123.003141,redding california,,north america
Scar Mountain,united states,walk up,7784,2373,,,colorado springs co,,north america
"Schou, Mt",united states,technical climb,9072,2765,61.55,-141.05,anchorage,2000,north america
Scott Peak,united states,basic snow/ice climb,5288,1612,47.9172,-121.414,seattle,,north america
Scott Peak,united states,basic snow/ice climb,8828,2691,63.345,-150.124,denali park,,north america
"Scott, Mount",united states,walk up,2464,751,34.7445,-98.532,lawton municipal airport,,north america
"Scott, Mount",united states,walk up,8934,2723,42.922963,-122.016306,eugene airport,1916,north america
Seahpo Peak,united states,technical climb,7441,2268,48.820033,-121.549387,seattle-tacoma,1941,north america
"Seattle, Mount",united states,scramble,6246,1904,47.731068,-123.577691,seattle-tacoma,1907,north america
"Sefrit, Mount",united states,scramble,7191,2192,48.892,-121.594,seattle-tacoma or vancouver bc,,north america
Seneca Rocks,united states,technical climb,2200,671,38.8354,-79.3667,pittsburgh,,north america
Sentinel Peak,united states,scramble,6592,2009,47.778992,-123.342304,seattle-tacoma,,north america
Sermitsiaq,greenland,scramble,3970,1210,64.3,-51.5,nuuk,,north america
Seven Fingered Jack,united states,scramble,9077,2767,48.150426,-120.814419,seattle-tacoma,1932,north america
Seymour Peak,united states,scramble,6337,1932,46.844776,-121.503915,seattle-tacoma,,north america
"Shark, Mount",canada,scramble,9140,2786,50.8281,-115.41,calgary international airport,,north america
"Shasta, Mount",united states,basic snow/ice climb,14162,4317,41.409357,-122.195048,redding california,1854,north america
"Shavano, Mount",united states,walk up,14229,4337,38.6189,-106.239,colorado springs or denver,1888,north america
Sheep Mountain,united states,scramble,6166,1879,48.024885,-121.418043,seattle-tacoma,,north america
Sheepshead Peak,united states,scramble,12696,3870,35.991296,-105.645569,albuquerque,,north america
Sheol Mountain,canada,scramble,9108,2776,51.384209,-116.221275,calgary,1903,north america
"Sheridan, Mount",united states,walk up,13748,4190,39.2092,-106.184,denver,,north america
"Sherman, Mount",united states,walk up,14036,4278,39.225,-106.169,denver,,north america
Sherpa Peak,united states,scramble,8605,2623,47.471822,-120.888705,seattle wa,1955,north america
Shields Peak,united states,walk up,10680,3255,34.127082,-116.881742,ontario,,north america
Shining Rock,united states,walk up,5940,1811,35.368,-82.862,charlotte douglas airport,,north america
Shortoff Mountain,united states,walk up,2920,890,35.8383,-81.8944,asheville,,north america
Shriner Peak,united states,walk up,5834,1768,46.813571,-121.530547,sea-tac international airport seattle wa,,north america
"Shuksan, Mount",united states,scramble,9127,2782,48.830958,-121.602917,vancouver bc,1906,north america
Shumard Peak,united states,walk up,8615,2626,31.906707,-104.874115,el pasotx,,north america
"Si, Mount",united states,scramble,4167,1270,47.507603,-121.740109,seattle-tacoma,,north america
Sierra Blanca,united states,scramble,12003,3659,33.6833,-106.167,ruidoso nm,,north america
Signal Peak,united states,walk up,9001,2744,32.9244,-108.18,el paso tx,,north america
"Sill, Mount",united states,basic snow/ice climb,14153,4314,37.0944,-118.502,oakland california  reno nevada,1903,north america
Silver Peak,united states,scramble,5605,1708,47.361618,-121.461368,seattle-tacoma,1899,north america
Silver Run Peak,united states,scramble,12000,3658,45.1211,-109.544,billings,,north america
Silver Star Mountain,united states,basic snow/ice climb,8876,2705,48.547921,-120.585079,seattle-tacoma,1926,north america
"Silverheels, Mount",united states,walk up,13822,4213,39.3392,-106.005,denver,,north america
Silverthrone,united states,major mountain expedition,13220,4030,63.1,-150.667,takleetna,,north america
"Silvertip, Mount",united states,basic snow/ice climb,9400,2865,63.4898,-145.607,fairbanks,1952,north america
Singleshot Mountain,united states,scramble,7926,2416,48.741135,-113.496923,great falls mt,,north america
Sinister Peak,united states,basic snow/ice climb,8440,2573,48.299848,-121.009827,seattle-tacoma,1939,north america
"Sir Donald, Mount",canada,technical climb,10818,3297,51.26315,-117.43183,calgary,1890,north america
"Sir Douglas, Mount",canada,technical climb,11191,3411,50.7222,-115.339,calgary international airport,1919,north america
"Sir Sandford, Mount",canada,technical climb,11550,3520,51.656667,-117.8675,calgary,1953,north america
"Siyeh, Mount",united states,walk up,10014,3052,48.728511,-113.64996,kalispell montana,,north america
Skinner Butte,united states,walk up,682,208,44.05861,-123.09306,eugene airport,,north america
"Skokomish, Mount",united states,scramble,6434,1961,47.590912,-123.294196,seattle-tacoma,,north america
Sky Pilot,canada,technical climb,6644,2025,,,vancouver,1910,north america
Skyscraper Mountain,united states,walk up,7078,2157,46.927114,-121.698303,seattle-tacoma,,north america
Sleeping Beauty,united states,walk up,2162,659,43.560067,-73.554838,albany new york,,north america
Sleepy Cat Peak,united states,scramble,10848,3306,40.128,-107.533,grand junction,,north america
Slesse,canada,technical climb,8002,2439,49.026079,-121.598225,vancouver british columbia,1927,north america
Slide Mountain,united states,walk up,4180,1274,41.998611,-74.386389,stewart,,north america
Slide Mountain,united states,scramble,6339,1932,46.9753,-121.58171,seattle-tacoma,,north america
Sloan Peak,united states,basic snow/ice climb,7835,2388,48.04148,-121.340303,seattle-tacoma,1921,north america
Sluiskin Mountain,united states,scramble,7026,2142,46.945868,-121.737828,seattle-tacoma,1909,north america
Smiley Mountain,united states,scramble,11508,3508,43.6997,-113.81,boise,1915,north america
Smokey Mountains,canada,walk up,2750,838,53.9667,-66.9333,wabush airport,,north america
"Smuts, Mount",canada,scramble,9639,2938,50.8069,-115.387,calgary international airport,1926,north america
"Sneffels, Mount",united states,scramble,14150,4313,38.0033,-107.792,telluride co,,north america
"Sniktau, Mount",united states,walk up,13218,4028,39.678333,-105.857778,denver,,north america
Snoqualmie Mountain,united states,walk up,6278,1914,47.45894,-121.416521,seattle-tacoma,1898,north america
Snow Dome,canada,basic snow/ice climb,11549,3520,52.189615,-117.317162,edmonton,1898,north america
Snowbowl Hut Overlook,united states,walk up,4477,1365,46.683098,-122.009783,seattle,,north america
Snowfield Peak,united states,basic snow/ice climb,8347,2544,48.635348,-121.138773,seattle-tacoma,1931,north america
Snowgrass,united states,scramble,7993,2436,47.6839,-120.935,seattle,,north america
Snowmass Mountain,united states,scramble,14092,4290,39.1189,-107.066,aspen colorado,1873,north america
Snowpatch Spire,canada,technical climb,10118,3084,50.736389,-116.781944,calgary,1940,north america
Soda Mountain,united states,walk up,6091,1857,42.064683,-122.479062,medford or,,north america
Sonny Boy,united states,scramble,6971,2125,48.390658,-121.161604,seattle-tacoma,1953,north america
"Sopris, Mount",united states,walk up,12953,3948,39.26,-107.171,eagle or aspen,,north america
Sourdough Mountain,united states,walk up,6112,1824,48.751945,-121.12843,seattle-tacoma,,north america
South Arapaho Peak,united states,walk up,13397,4083,40.01999,-105.650024,denver,,north america
South Creek Butte,united states,scramble,7670,2338,48.4372,-120.612,seattle,,north america
South Early Winters Spire,united states,technical climb,7807,2380,48.512215,-120.655137,seattle-tacoma,,north america
South Mountain,united states,walk up,8740,2664,35.1833,-106.217,albuquerque,,north america
South Sister Volcano,united states,walk up,10358,3157,44.103519,-121.769285,redmond portland,1883,north america
South Suicide Peak,united states,basic snow/ice climb,5005,1526,61.029444,-149.574444,anchorage,,north america
South Teton,united states,basic snow/ice climb,12514,3814,43.7186,-110.818,jackson wyoming,1923,north america
South Twin,canada,basic snow/ice climb,11675,3549,52.203872,-117.434921,edmonton or calgary alberta,,north america
South Twin,united states,walk up,4902,1494,44.188547,-71.553952,,,north america
South Twin Sister,united states,scramble,7000,2134,48.704896,-121.987467,seattle wa or vancouver bc,1891,north america
"Sparrowhawk, Mount",canada,scramble,10239,3121,50.940636,-115.264778,calgary ab,,north america
Spencer Butte,united states,walk up,2055,626,43.98361,-123.09667,eugene airport,,north america
Sperry Peak,united states,scramble,6120,1865,48.015937,-121.502566,seattle-tacoma,1927,north america
"Spickard, Mount",united states,technical climb,8979,2737,48.969682,-121.240482,seattle-tacoma,1904,north america
Spider Mountain,united states,basic snow/ice climb,8280,2524,48.409406,-121.036034,seatac intrnational,1938,north america
Spire Point,united states,technical climb,8264,2519,48.3176,-121.0718,seattle-tacoma,1938,north america
Spirit Mound,united states,walk up,1279,390,42.87444,-96.959212,sioux falls sd,1804,north america
Split Mountain,united states,scramble,14058,4285,37.0167,-118.417,los angeles,1887,north america
"Spokane, Mount",united states,walk up,5883,1793,47.9253,-117.115,spokane airport,,north america
Spring Mountain,united states,scramble,5770,1759,48.110784,-121.350088,seattle,,north america
Springer Mountain,united states,,3782,1153,34.6273,-84.1935,,,north america
Spruce Knob,united states,walk up,4863,1482,38.7,-79.532778,,,north america
Squak Mountain,united states,walk up,2028,618,47.503885,-122.047183,seattle-tacoma,,north america
"St. John, Mount",united states,scramble,11430,3484,43.78185,-110.772915,jackson wy,1929,north america
St. Nicholas Peak,canada,basic snow/ice climb,9744,2970,51.626649,-116.501255,calgary international,1930,north america
"St. Piran, Mount",canada,walk up,8691,2649,51.421316,-116.253033,calgary,,north america
Stanley Peak,canada,basic snow/ice climb,10351,3155,51.170249,-116.054163,calgary international,1901,north america
Star Mountain,united states,walk up,5500,1676,43.377105,-117.971878,boise idaho,,north america
Starlight Peak,united states,technical climb,14200,4328,37.094167,-118.5142,los angeles california,1930,north america
Static Peak,united states,walk up,11303,3445,40.8,-110.817,jackson wy,,north america
Stay Peak,united states,walk up,4480,1366,,,seattle,,north america
"Steele, Mount",united states,major mountain expedition,16644,5073,61.093114,-140.311117,whitehorse international,1936,north america
Steens Mountain,united states,walk up,9733,2967,42.6833,-118.55,boiseid or portlandor,1000,north america
Steeple Rock,united states,scramble,5567,1697,47.96193,-123.45404,seattle-tacoma,,north america
Stephen Peak,united states,scramble,6418,1956,47.870038,-123.595399,seattle-tacoma,1961,north america
Stevens Peak,united states,scramble,6510,1984,46.746095,-121.676888,seattle-tacoma,,north america
Stewart Peak,united states,walk up,13983,4262,38.0233,-106.923,colorado springs,1873,north america
Stiletto Peak,united states,scramble,7660,2335,48.483758,-120.666414,seattle-tacoma,,north america
Stone Mountain,united states,walk up,2600,792,,,asheville/roanoke,,north america
"Stone, Mount",united states,scramble,6612,2015,47.606308,-123.266473,seattle-tacoma,,north america
"Storm King, Mount",united states,scramble,4537,1383,48.0555,-123.74124,seattle-tacoma,,north america
Storm Mountain,canada,scramble,10170,3100,51.2083,-116.004,calgary,1889,north america
Storm Mountain (Kananaskis),canada,scramble,10154,3095,50.5867,-114.94,calgary international airport,,north america
Storm Peak,united states,scramble,13326,4062,40.2656,-105.62,denver int'l airport,1903,north america
Strawberry Mountain,united states,scramble,9038,2755,44.303704,-118.709335,boise id,,north america
Street mountain,united states,walk up,4167,1270,44.180419,-74.044333,plattsburg international,,north america
"Stuart, Mount",united states,technical climb,9415,2869,47.475158,-120.902395,seattle washington,1873,north america
Sugarloaf Peak,united states,scramble,6924,2110,34.2417,-117.634,ontario international,,north america
Sulphur Mountain,canada,walk up,7448,2270,51.1,-115.533,calgary international,,north america
Sundial Peak,united states,technical climb,10320,3146,40.5983,-111.685,,,north america
"Sunflower, Mount",united states,walk up,4039,1231,39.021982,-102.037141,,,north america
Sunlight Peak,united states,scramble,14059,4285,37.6272,-107.595,durango,,north america
Sunny Girl,united states,walk up,5994,1827,48.411428,-121.157956,seattle,,north america
Sunrise Peak,united states,basic snow/ice climb,11275,3437,33.9556,-109.558,salt lake city,,north america
Sunset Peak,united states,walk up,10678,3255,,,,,north america
Sunshine Mountain,united states,scramble,12930,3941,37.858326,-107.934201,telluride,,north america
Sunshine Peak,united states,walk up,14001,4268,37.9228,-107.425,gunnison or durango,1874,north america
Sunwapta Peak,canada,walk up,10876,3315,52.349497,-117.275276,calgary,,north america
Superior Peak,united states,scramble,11040,3365,40.591656,-111.671055,salt lake intn'l,,north america
Sweat Spire,united states,technical climb,7580,2310,47.833218,-123.236359,seattle,1962,north america
T'Kishla Peak,united states,scramble,5230,1594,61.143567,-149.555511,anchorage,,north america
Téyotl,mexico,scramble,15289,4660,19.198594,-98.64006,mexico city international airport (aicm),,north america
Tabeguache Peak,united states,walk up,14155,4314,38.6253,-106.25,colorado springs or denver,,north america
Table Mountain,united states,walk up,5742,1750,48.847745,-121.71371,seattle-tacoma,,north america
Table Rock,united states,walk up,3890,1186,35.8908,-81.8831,asheville,,north america
Table Rock,united states,walk up,7879,2402,44.333672,-118.315887,boise id,,north america
Table Rock,united states,walk up,3157,962,35.05143,-82.70452,greenville/spartanburg international,,north america
Tacana,mexico/guatemala,walk up,13425,4092,,,la aurora guatemala city,,north america
Tahquitz Peak,united states,walk up,8828,2691,33.7553,-116.6762,,,north america
Tahtlum Peak,united states,scramble,6567,2002,46.86437,-121.47747,seattle-tacoma,,north america
Tajumulco,guatemala,walk up,13845,4220,15.043384,-91.903589,la aurora guatemala city,,north america
Taku D Peak,united states,basic snow/ice climb,5810,1771,58.707971,-134.291069,juneau,,north america
"Tallac, Mount",united states,walk up,9735,2967,38.9061,-120.098,reno nv,,north america
"Tallac, Mount",,basic snow/ice climb,10499,3200,38.908133,-120.099106,reno nv,,north america
"Tamalpais, Mount",united states,walk up,2574,784,37.928662,-122.577682,san francisco california,,north america
Tamanos Mountain,united states,scramble,6790,2070,46.871942,-121.597443,seattle-tacoma,,north america
Tamarack Mountain,united states,scramble,7200,2195,,,boise international airport,2003,north america
"Tantalus, Mount",canada,scramble,8540,2603,49.818111,-123.329389,vancouver,1911,north america
Tar Heel,united states,walk up,7160,2182,48.643288,-120.91115,seattle,1972,north america
Tatoosh Peak,united states,walk up,6310,1923,46.706178,-121.66463,seattle-tacoma,,north america
Taum Sauk,united states,walk up,1779,542,37.571301,-90.729144,st. louis,1901,north america
Taylor Peak,united states,walk up,13153,4009,40.2744,-105.68,dia,,north america
"Taylor, Mount",united states,scramble,11301,3445,35.238694,-107.608528,albuquerque new mexico,,north america
"Tecumseh, Mt",united states,walk up,4003,1220,43.9672,-71.5586,manchester,,north america
Teewinot,united states,technical climb,12325,3757,43.747169,-110.779987,jackson wyoming,1929,north america
Telepon,mexico,walk up,13389,4081,19.1833,-98.65,mexico city,,north america
Telescope Peak,united states,walk up,11049,3368,36.1667,-117.083,las vegas,,north america
Telica,nicaragua,walk up,3481,1061,12.6,-86.87,,,north america
Temple,united states,,3407,1038,47.70309,-121.415062,seattle,,north america
Temple Crag,united states,scramble,12999,3962,37.1097,-118.492,l.a. international,1930,north america
"Temple, Mount",canada,scramble,11626,3544,51.350986,-116.206083,calgary alberta,1894,north america
Tenaya Peak,united states,scramble,10280,3133,37.828701,-119.443402,fresno ca,,north america
"Teneriffe, Mount",united states,scramble,4788,1459,47.5087,-121.696,seattle-tacoma,,north america
Tequila Volcano,mexico,walk up,9580,2920,20.78821,-103.84243,guadalajara,,north america
"Terror, Mount",united states,technical climb,8151,2484,48.774294,-121.299573,seattle-tacoma,1932,north america
The Brothers,united states,scramble,6866,2092,47.653147,-123.140998,seattle-tacoma,1912,north america
The Castle,united states,scramble,6440,1963,46.757947,-121.728102,seattle-tacoma,,north america
The Castle,united states,technical climb,6387,1947,38.2986,-111.2639,salt lake city,,north america
The Chimneys,united states,,3557,1084,35.8772,-81.8886,asheville,,north america
The Convent,united states,technical climb,5955,1815,38.683407,-109.385312,salt lake city,,north america
The Fin,united states,technical climb,7360,2243,48.498115,-120.604381,seattle-tacoma,1942,north america
The Fist,canada,scramble,8629,2630,50.815,-115.3717,calgary international airport,1973,north america
The Husband,united states,basic snow/ice climb,7524,2293,44.127205,-121.8565,eugene airport,,north america
The Lieutenants,canada,technical climb,10735,3272,50.4167,-116.593,cranbrook,1960,north america
The Lions (East Peak),canada,scramble,5246,1599,49.45,-123.167,vancouver,1903,north america
The Needles,united states,technical climb,8170,2490,48.5989,-120.649,seattle,1944,north america
The Owl,united states,walk up,3736,1139,45.9,-68.95,bangor international,,north america
The Palisades,united states,scramble,7070,2155,46.9478,-121.604487,seattle-tacoma,,north america
The Priest,united states,walk up,4063,1238,37.8197,-79.0628,roanoke/ washington d.c.,,north america
The Pulpit,united states,walk up,4523,1379,47.521403,-121.551833,seattle,,north america
The Rectory,united states,technical climb,6565,2001,38.65621,-109.367373,salt lake city,,north america
The Summit,united states,walk up,2800,853,,,ontario,2001,north america
The Titan,united states,technical climb,6260,1908,38.717243,-109.299614,salt lake international airport,1962,north america
The Tooth,united states,technical climb,5604,1708,47.445823,-121.454759,seattle,1928,north america
The Tower,canada,scramble,10226,3117,50.8567,-115.29,calgary international airport,,north america
The Triad,united states,scramble,7550,2301,48.51976,-121.162934,seattle-tacoma,1949,north america
The Triplets,united states,technical climb,7240,2207,48.461539,-121.073112,seattle-tacoma,1945,north america
The Watchman,united states,scramble,6545,1995,37.18469,-112.979568,las vegas or salt lake city,,north america
"Thielsen, Mount",united states,walk up,9178,2797,43.1531,-122.066,medford,,north america
Thompson Peak,united states,walk up,9002,2744,41,-123.033,redding california,,north america
"Thompson, Mount",united states,walk up,13494,4113,37.1431,-118.613,,1939,north america
"Thompson, Mount",canada,scramble,10118,3084,51.663611,-116.523056,calgary,1898,north america
Thor Mountain,canada,technical climb,10320,3146,,,kelowna,1992,north america
Three Fingered Jack,united states,technical climb,7841,2390,44.479054,-121.8431,portland,1923,north america
Three Fingers,united states,basic snow/ice climb,6854,2089,48.169949,-121.687789,seattle-tacoma,1931,north america
Three Gossips,united states,technical climb,4800,1463,38.635884,-109.603678,salt lake city,1970,north america
Three Sisters,united states,basic snow/ice climb,10358,3157,44.1358,-121.772,portland oregon,1931,north america
Three Way Peak,united states,technical climb,6796,2071,46.908958,-121.49638,seattle-tacoma,,north america
Three Wives,united states,scramble,7450,2271,48.436193,-120.730098,seattle-tacoma,1980,north america
Throop Peak,united states,walk up,9138,2785,34.350558,-117.79923,los angeles,,north america
Thunderbolt Peak,united states,technical climb,14000,4267,37.0981,-118.517,oakland california  reno nevada,1931,north america
Tiehacker Mountain,united states,scramble,3972,1211,60.196,-149.247,anchorage alaska 120 miles,,north america
Tiger Mountain,united states,walk up,3004,916,47.488526,-121.947045,seattle-tacoma,,north america
Timms Hill,united states,walk up,1952,595,45.4511,-90.1951,stevens point,,north america
"Timpanogos, Mount",united states,walk up,11749,3581,40.4,-111.633,salt lake city,,north america
"Tinniswood, Mount",canada,basic snow/ice climb,8800,2682,50.3,-123.833,vancouver,,north america
Tioga Peak,united states,walk up,11526,3513,37.9494,-119.246,mammoth,1939,north america
Tlalocatepetl,mexico,walk up,13615,4151,19.412781,-98.71229,mexico city,,north america
Tokosha Mountains,united states,technical climb,6148,1874,62.7167,-150.6309,anchorage,1975,north america
Toliman,guatemala,walk up,10361,3158,,,la aurora guatemala city,,north america
"Toll, Mount",united states,scramble,12978,3956,40.0883,-105.633,denver international,,north america
Tolmie Peak,united states,walk up,5939,1810,46.958025,-121.877389,seattle-tacoma,,north america
"Tom, Mount",united states,,13652,4161,37.3386,-118.658,mammoth/yosemite,,north america
"Tom, Mount",united states,basic snow/ice climb,7076,2157,47.793143,-123.758246,seattle-tacoma,1914,north america
Tomastepeque,guatemala,scramble,7054,2150,14.63333,-90.35,guatemala,,north america
Tomyhoi Peak,united states,scramble,7435,2266,48.974865,-121.710019,seattle-tacoma,1927,north america
Tooth Of Time,united states,walk up,9003,2744,36.448076,-105.00766,,,north america
"Torbert, Mount",united states,major mountain expedition,11413,3478.6824,61.4086,-152.412,anchorage international,,north america
"Torment, Mount",united states,technical climb,8120,2475,48.512056,-121.077747,seattle-tacoma,1946,north america
Torreys Peak,united states,walk up,14267,4349,39.6428,-105.821,denver,,north america
Tower 1,united states,technical climb,13000,3962,,,salt lake city jackson hole,1946,north america
Tower Mountain,united states,scramble,8444,2574,48.588474,-120.704169,seattle,,north america
"Townsend, Mount",united states,walk up,6280,1914,47.867509,-123.059492,seattle-tacoma,,north america
Trapper Mountain,united states,scramble,7530,2295,48.431735,-121.01788,seattle-tacoma,1949,north america
Trapper Peak,united states,scramble,10159,3096,45.8898,-114.298,missoula,,north america
Trappers Peak,united states,walk up,5966,1818,48.688411,-121.322794,seattle-tacoma,,north america
Trask Mountain,united states,walk up,3412,1040,45.371499,-123.456501,portland,,north america
Tray Mountain,united states,walk up,4430,1350,34.8012,-83.6838,atlanta,,north america
"Tremblant, Mont",canada,walk up,3002,915,46.116667,-74.6,montreal,,north america
"Triumph, Mount",united states,basic snow/ice climb,7271,2216,48.706624,-121.356096,seattle-tacoma,,north america
Truchas Peak,united states,walk up,13103,3994,35.9625,-105.644,albuquerque international sunport,,north america
Truuli Peak,united states,major mountain expedition,6612,2015,59.9,-150.417,homer alaska,1968,north america
Tryon Peak,united states,walk up,9970,3039,38.5167,-119.783,reno,,north america
Tumalo Mountain,united states,scramble,7779,2371,44.005115,-121.642534,eugene airport,,north america
Tumtum Peak,united states,scramble,4678,1426,46.749285,-121.867371,seattle-tacoma,,north america
"Tupper, Mount",canada,technical climb,9239,2816,51.3367,-117.4967,calgary alberta,1906,north america
Turtle Mountain,canada,scramble,7250,2210,49.575,-114.414,calgary international,,north america
"Tuzo, Mount",canada,scramble,10650,3246,51.301616,-116.228399,calgary,1906,north america
Twin Buttes,united states,scramble,5558,1694,34.832595,-111.7577,flagstaff,,north america
Twin Peaks,united states,walk up,5325,1623,47.612673,-121.603632,seattle,,north america
Twin Peaks,united states,scramble,11330,3453,40.5939,-111.72,salt lake city ut,,north america
Twin Peaks,united states,scramble,5401,1646,61.4463,-149.152,anchorage,,north america
Twin Sisters,united states,walk up,11428,3483,40.283333,-105.516667,denver,,north america
Two Buttes Mountain,united states,walk up,4705,1434,37.5555,-102.401,lamar airport,,north america
"Tyndall, Mount",united states,walk up,14018,4273,36.65,-118.333,los angeles,1864,north america
"Tyrwhitt, Mount",canada,scramble,9429,2874,50.582,-115.015,calgary,1914,north america
"Un 13,828",united states,walk up,13828,4215,37.600578,-105.447806,alamosa,,north america
Uncompahgre Peak,united states,walk up,14309,4361,38.0717,-107.461,gunnison,1874,north america
Unicorn Peak,united states,technical climb,6971,2125,46.745213,-121.700964,seattle-tacoma,,north america
Union Peak,united states,scramble,7714,2351,42.831101,-122.22333,portland,1933,north america
University Peak,united states,scramble,13632,4155,36.7481,-118.361,reno,1896,north america
"Unwin, Mount",canada,technical climb,10722,3268,52.6097,-117.5278,calgary or edmonton,1908,north america
Upper Wolf Jaw,united states,scramble,4180,1274,44.150593,-73.759941,,,north america
Valhalla,united states,basic snow/ice climb,12135,3699,61.460099,-147.079468,anchorage,1957,north america
"Vancouver, Mount",canada,technical climb,15777,4809,60.333333,-139.683333,juneau,,north america
Vasiliki Tower,united states,scramble,7920,2414,48.555495,-120.593105,seattle-tacoma,1952,north america
Vega Tower,united states,technical climb,5480,1670,48.006696,-121.490174,seattle-tacoma,1962,north america
Verdugo Peak,united states,walk up,3126,953,,,burbank,,north america
Vesper Peak,united states,scramble,6214,1894,48.012951,-121.517801,seatac airport,1929,north america
Vestal Peak,united states,scramble,13864,4226,37.6894,-107.602,denver,1908,north america
Victoria Peak,belize,walk up,3688,1124,16.812,-88.62,belize city,1888,north america
"Victoria, Mount",canada,technical climb,11365,3464,51.376924,-116.307106,calgary,1897,north america
Vimy Peak,canada,walk up,7805,2379,49.03874,-113.858013,calgary,,north america
Vinegar Hill,united states,walk up,8131,2478,44.71373,-118.56104,boise idaho,,north america
Volcán San Pedro,guatemala,walk up,9902,3018,14.6603,-91.2662,guatemala city guatemala,,north america
Volcan Antigua,antigua and barbuda,scramble,11174,3406,-44.8833,,antill airservice,1840,north america
Volcan Baru,panama,walk up,11398,3474,8.8,-82.53,panama city,,north america
Volcan Barva,costa rica,walk up,9534,2906,10.131577,-84.101316,san jose,,north america
Volcan Cosigüina,nicaragua,scramble,2861,872,12.98,-87.57,,,north america
Volcan de Agua,guatemala,walk up,12336,3760,14.465,-90.743056,guatemala city,,north america
Volcan Irazu,costa rica,walk up,11260,3432,9.976497,-83.854381,juan santa-maria international san-josé,,north america
Volcan Izalco,el salvador,scramble,6463,1970,13.81341,-89.6326,,,north america
